TICKER,SHORT_NAME,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
ATVI UW Equity,ACTIVISION BLIZZ,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment
AUB UW Equity,ATLANTIC UNION B,Financials,Banks,Banks,Regional Banks
AVA UN Equity,AVISTA CORP,Utilities,Utilities,Multi-Utilities,Multi-Utilities
AVAV UW Equity,AEROVIRONMENT IN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
AVB UN Equity,AVALONBAY COMMUN,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs
AVCO UR Equity,AVALON GLOBOCARE,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
AVD UN Equity,AMER VANGUARD,Materials,Materials,Chemicals,Fertilizers & Agricultural Che
AVGO UW Equity,BROADCOM INC,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
AVID UW Equity,AVID TECHNOLOGY,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
AVLR UN Equity,AVALARA INC,Information Technology,Software & Services,Software,Application Software
AVNS UN Equity,AVANOS MEDICAL I,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
AVRO UW Equity,AVROBIO INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
AVT UW Equity,AVNET INC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Technology Distributors
AVTR UN Equity,AVANTOR INC,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
AVX UN Equity,AVX CORP,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
AVXL UR Equity,ANAVEX LIFE SCIE,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
AVY UN Equity,AVERY DENNISON,Materials,Materials,Containers & Packaging,Paper Packaging
AVYA UN Equity,AVAYA HOLDINGS C,Information Technology,Software & Services,Software,Application Software
AWI UN Equity,ARMSTRONG WORLD,Industrials,Capital Goods,Building Products,Building Products
AWK UN Equity,AMERICAN WATER W,Utilities,Utilities,Water Utilities,Water Utilities
AWR UN Equity,AMER STATES WATE,Utilities,Utilities,Water Utilities,Water Utilities
AX UN Equity,AXOS FINANCIAL I,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
AXAS UR Equity,ABRAXAS PETRO,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
AXDX UR Equity,ACCELERATE DIAGN,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
AXE UN Equity,ANIXTER INTL INC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Technology Distributors
AXGN UR Equity,AXOGEN INC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
AXL UN Equity,AMER AXLE & MFG,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment
AXLA UQ Equity,AXCELLA HEALTH I,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
AXNX UW Equity,AXONICS MODULATI,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
AXP UN Equity,AMERICAN EXPRESS,Financials,Diversified Financials,Consumer Finance,Consumer Finance
AXS UN Equity,AXIS CAPITAL,Financials,Insurance,Insurance,Property & Casualty Insurance
AXSM UQ Equity,AXSOME THERAPEUT,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
AXTA UN Equity,AXALTA COATING S,Materials,Materials,Chemicals,Specialty Chemicals
AXTI UW Equity,AXT INC,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Equipment
AYI UN Equity,ACUITY BRANDS,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
AYR UN Equity,AIRCASTLE LTD,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
AYX UN Equity,ALTERYX INC -A,Information Technology,Software & Services,Software,Application Software
AZO UN Equity,AUTOZONE INC,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail
AZPN UW Equity,ASPEN TECHNOLOGY,Information Technology,Software & Services,Software,Application Software
AZZ UN Equity,AZZ INC,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
B UN Equity,BARNES GROUP INC,Industrials,Capital Goods,Machinery,Industrial Machinery
BA UN Equity,BOEING CO/THE,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
BAC UN Equity,BANK OF AMERICA,Financials,Banks,Banks,Diversified Banks
BAH UN Equity,BOOZ ALLEN HAMIL,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
BANC UN Equity,BANC OF CALIFORN,Financials,Banks,Banks,Regional Banks
BAND UW Equity,BANDWIDTH INC-A,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
BANF UW Equity,BANCFIRST CORP,Financials,Banks,Banks,Regional Banks
BANR UW Equity,BANNER CORPORATI,Financials,Banks,Banks,Regional Banks
BATRA UW Equity,LIBERTY MEDIA- A,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
BATRK UW Equity,LIBERTY MEDIA-C,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
BAX UN Equity,BAXTER INTL INC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
BBBY UW Equity,BED BATH &BEYOND,Consumer Discretionary,Retailing,Specialty Retail,Homefurnishing Retail
BBCP UR Equity,CONCRETE PUMPING,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
BBIO UW Equity,BRIDGEBIO PHARMA,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BBSI UW Equity,BARRETT BUS SVCS,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
BBX UN Equity,BBX CAPITAL CORP,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
BBY UN Equity,BEST BUY CO INC,Consumer Discretionary,Retailing,Specialty Retail,Computer & Electronics Retail
BC UN Equity,BRUNSWICK CORP,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
BCBP UQ Equity,BCB BANCORP INC,Financials,Banks,Banks,Regional Banks
BCC UN Equity,BOISE CASCADE CO,Materials,Materials,Paper & Forest Products,Forest Products
BCEI UN Equity,BONANZA CREEK EN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
BCEL UW Equity,ATRECA INC - A,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BCML UW Equity,BAYCOM CORP,Financials,Banks,Banks,Regional Banks
BCO UN Equity,BRINK'S CO/THE,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Security & Alarm Services
BCOR UW Equity,BLUCORA INC,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban
BCOV UW Equity,BRIGHTCOVE,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
BCPC UW Equity,BALCHEM CORP,Materials,Materials,Chemicals,Specialty Chemicals
BCRX UW Equity,BIOCRYST PHARM,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BDC UN Equity,BELDEN INC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
BDGE UW Equity,BRIDGE BANCORP,Financials,Banks,Banks,Regional Banks
BDN UN Equity,BRANDYWINE RLTY,Real Estate,Real Estate,Equity Real Estate Investment,Office REITs
BDSI UW Equity,BIODELIVERY SCIE,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
BDX UN Equity,BECTON DICKINSON,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
BE UN Equity,BLOOM ENERGY C-A,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
BEAT UW Equity,BIOTELEMETRY INC,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
BECN UW Equity,BEACON ROOFING S,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
BELFB UW Equity,BEL FUSE INC-B,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
BEN UN Equity,FRANKLIN RES INC,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban
BERY UN Equity,BERRY GLOBAL GRO,Materials,Materials,Containers & Packaging,Metal & Glass Containers
BF/A UN Equity,BROWN-FORMAN -A,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners
BF/B UN Equity,BROWN-FORMAN -B,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners
BFAM UN Equity,BRIGHT HORIZONS,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
BFC UR Equity,BANK FIRST CORP,Financials,Banks,Banks,Regional Banks
BFIN UW Equity,BANKFINANCIAL,Financials,Banks,Banks,Regional Banks
BFS UN Equity,SAUL CENTERS INC,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs
BFST UW Equity,BUSINESS FIRST B,Financials,Banks,Banks,Regional Banks
BG UN Equity,BUNGE LTD,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products
BGCP UW Equity,BGC PARTNERS-A,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage
BGG UN Equity,BRIGGS & STRATTN,Industrials,Capital Goods,Machinery,Industrial Machinery
BGS UN Equity,B&G FOODS INC,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
BGSF UN Equity,BG STAFFING INC,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
BH UN Equity,BIGLARI HOLDIN-B,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
BHB UA Equity,BAR HARBOR BNKSH,Financials,Banks,Banks,Regional Banks
BHE UN Equity,BENCHMARK ELECTR,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
BHF UW Equity,BRIGHTHOUSE FINA,Financials,Insurance,Insurance,Life & Health Insurance
BHLB UN Equity,BERKSHIRE HILLS,Financials,Banks,Banks,Regional Banks
BHR UN Equity,BRAEMAR HOTELS &,Real Estate,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs
BHVN UN Equity,BIOHAVEN PHARMAC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BIG UN Equity,BIG LOTS INC,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores
BIIB UW Equity,BIOGEN INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BIO UN Equity,BIO-RAD LABS-A,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
BIOS UR Equity,OPTION CARE HEAL,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
BJ UN Equity,BJ'S WHOLESALE C,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Hypermarkets & Super Centers
BJRI UW Equity,BJ'S RESTAURANTS,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
BK UN Equity,BANK NY MELLON,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban
BKD UN Equity,BROOKDALE SR,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
BKE UN Equity,THE BUCKLE INC,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
BKH UN Equity,BLACK HILLS CORP,Utilities,Utilities,Multi-Utilities,Multi-Utilities
BKI UN Equity,BLACK KNIGHT,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
BKNG UW Equity,BOOKING HOLDINGS,Consumer Discretionary,Retailing,Internet & Direct Marketing Re,Internet & Direct Marketing Re
BKR UN Equity,BAKER HUGHES CO,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
BKU UN Equity,BANKUNITED INC,Financials,Banks,Banks,Regional Banks
BL UW Equity,BLACKLINE INC,Information Technology,Software & Services,Software,Application Software
BLBD UQ Equity,BLUE BIRD CORP,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
BLD UN Equity,TOPBUILD COR,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
BLDR UW Equity,BUILDERS FIRSTSO,Industrials,Capital Goods,Building Products,Building Products
BLFS UR Equity,BIOLIFE SOLUTION,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
BLK UN Equity,BLACKROCK INC,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban
BLKB UW Equity,BLACKBAUD INC,Information Technology,Software & Services,Software,Application Software
BLL UN Equity,BALL CORP,Materials,Materials,Containers & Packaging,Metal & Glass Containers
BLMN UW Equity,BLOOMIN' BRANDS,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
BLUE UW Equity,BLUEBIRD BIO INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BLX UN Equity,BANCO LATINOAM-E,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance
BMCH UW Equity,BMC STOCK HOLDIN,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
BMI UN Equity,BADGER METER INC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
BMRC UR Equity,BANK OF MARIN BA,Financials,Banks,Banks,Regional Banks
BMRN UW Equity,BIOMARIN PHARMAC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BMTC UW Equity,BRYN MAWR BANK,Financials,Banks,Banks,Regional Banks
BMY UN Equity,BRISTOL-MYER SQB,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
BNED UN Equity,BARNES & NOBLE E,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores
BNFT UQ Equity,BENEFITFOCUS INC,Information Technology,Software & Services,Software,Application Software
BOCH UQ Equity,BANK OF COMMERCE,Financials,Banks,Banks,Regional Banks
BOH UN Equity,BANK OF HAWAII,Financials,Banks,Banks,Regional Banks
BOKF UW Equity,BOK FINL CORP,Financials,Banks,Banks,Regional Banks
BOMN UR Equity,BOSTON OMAHA -A,Communication Services,Media & Entertainment,Media,Advertising
BOOM UW Equity,DMC GLOBAL INC,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
BOOT UN Equity,BOOT BARN HOLDIN,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
BOX UN Equity,BOX INC- CLASS A,Information Technology,Software & Services,Software,Application Software
BPFH UW Equity,BOSTON PRIV FINL,Financials,Banks,Banks,Regional Banks
BPMC UW Equity,BLUEPRINT MEDICI,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BPOP UW Equity,POPULAR INC,Financials,Banks,Banks,Regional Banks
BPR UW Equity,BROOKFIELD PRO-A,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs
BPRN UW Equity,BANK OF PRINCETO,Financials,Banks,Banks,Regional Banks
BR UN Equity,BROADRIDGE FINL,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
BRBR UN Equity,BELLRING BRAND-A,Consumer Staples,Household & Personal Products,Personal Products,Personal Products
BRC UN Equity,BRADY CORP - A,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Commercial Printing
BREW UW Equity,CRAFT BREW ALLIA,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Brewers
BRG UA Equity,BLUEROCK RESIDEN,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs
BRID UQ Equity,BRIDGFORD FOODS,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
BRK/B UN Equity,BERKSHIRE HATH-B,Financials,Diversified Financials,Diversified Financial Services,Multi-Sector Holdings
BRKL UW Equity,BROOKLINE BANCRP,Financials,Banks,Banks,Regional Banks
BRKR UW Equity,BRUKER CORP,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
BRKS UW Equity,BROOKS AUTOMATIO,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Equipment
BRO UN Equity,BROWN & BROWN,Financials,Insurance,Insurance,Insurance Brokers
BRP UW Equity,BRP GROUP INC-A,Financials,Insurance,Insurance,Insurance Brokers
BRT UN Equity,BRT APARTMENTS C,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs
BRX UN Equity,BRIXMOR PROPERTY,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs
BRY UW Equity,BERRY PETROLEUM,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
BSET UW Equity,BASSETT FURN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
BSGM UR Equity,BIOSIG TECHNOLOG,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
BSIG UN Equity,BRIGHTSPHERE INV,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban
BSRR UW Equity,SIERRA BANCORP,Financials,Banks,Banks,Regional Banks
BSTC UQ Equity,BIOSPECIFICS TEC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BSVN UW Equity,BANK7 CORP,Financials,Banks,Banks,Regional Banks
BSX UN Equity,BOSTON SCIENTIFC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
BTAI UR Equity,BIOXCEL THERAPEU,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BTU UN Equity,PEABODY ENERGY,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
BURL UN Equity,BURLINGTON STORE,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
BUSE UW Equity,FIRST BUSEY CORP,Financials,Banks,Banks,Regional Banks
BV UN Equity,BRIGHTVIEW HOLDI,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
BWA UN Equity,BORGWARNER INC,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment
BWB UR Equity,BRIDGEWATER BANC,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
BWFG UQ Equity,BANKWELL FINANCI,Financials,Banks,Banks,Regional Banks
BWXT UN Equity,BWX TECHNOLOGIES,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
